id,username,created_at,lng,lat,text
1517614589894184963,alderalmo,Fri Apr 22 21:21:28 +0000 2022,-74.066663,40.7180015,"Where are you watching the Nets-Celtics Game 3 tomorrow?YES Network: Ian Eagle, Sarah Kustok and Michael Grady… https://t.co/3R4rRIoDv4"
1517614616104288264,MrBigBankBudda,Fri Apr 22 21:21:35 +0000 2022,-77.60468399999999,41.1179365,why latinas be shaving they eyebrows off
1517614619157831681,kaitduffy,Fri Apr 22 21:21:35 +0000 2022,-73.9685415,40.780709,@jras98 It’s hell lol I did it for 9 years
1517614632424329216,washheights44,Fri Apr 22 21:21:38 +0000 2022,-73.8311875,40.6708795,@UBI4UandI @AlexHowlettUBI @KarlWiderquist @MichaelALewis10 @keiko_sono @dr_pugh @MaxGhenis @scottsantens… https://t.co/rrkVX7oM13
1517614644373901313,JaroG4,Fri Apr 22 21:21:41 +0000 2022,-73.9685415,40.780709,What after parties are there?
1517614644906635264,feach23,Fri Apr 22 21:21:41 +0000 2022,-74.15394699999999,40.572376000000006,@ZDOLLA24 @OGV2KGOAT @Boxciii Is he in TBD?
1517614649465880585,joe_wanko,Fri Apr 22 21:21:43 +0000 2022,-73.9685415,40.780709,@CarlaInezSmith @kev_raps I hope you’re able to solve this. But not before chronicling your journey a bit more. I’m invested at this point.
1517614662753435650,Bobbaco97428071,Fri Apr 22 21:21:46 +0000 2022,-74.019204,40.288591499999995,"@JenniferCandoli I think President DeSantis whoops Freudian slip, Governor DeSantis is the best Governor!!"
1517614672886837249,MarkSun1962,Fri Apr 22 21:21:48 +0000 2022,-73.81941155,41.05513072,"I'm at CVS pharmacy - @cvs_extra in Elmsford, NY https://t.co/uWbojYs3f3"
1517614675340705792,RonneeCaked,Fri Apr 22 21:21:49 +0000 2022,-73.9685415,40.780709,Got great a advice today “ if you hold on to grudges your hands will be to full to accept your blessings ✨ #blessed… https://t.co/DgQwDP296U
1517614684685414403,gabeolivero,Fri Apr 22 21:21:51 +0000 2022,-73.9487755,40.655138,Any friends looking to upgrade their microphones ✍️👀?  Tags and RT appreciated https://t.co/q0aILbR189
1517614693237501952,tmj_nyc_manuf,Fri Apr 22 21:21:53 +0000 2022,-73.5876273,40.7556561,This job might be a great fit for you: Project Planner - https://t.co/ZveVMEvmdx #KellyJobs #KellyServices
1517614695234088961,AKISNBA,Fri Apr 22 21:21:53 +0000 2022,-74.184848,40.734494,What does have to do with his post-game? If you’re telling me that Joel Embiid isn’t more of True Big than those ot… https://t.co/35RXpNVZB1
1517614702108585984,jessunee,Fri Apr 22 21:21:55 +0000 2022,-74.066663,40.7180015,love you earth.
1517614717967253504,pattyklib,Fri Apr 22 21:21:59 +0000 2022,-73.9685415,40.780709,@mallory_obrien @ugaalumniassoc @nyc_dawgs @universityofga Tray may be perfect for our Little Island @nyc_dawgs meet up 🏝 👀
1517614717895860224,victorkaminski,Fri Apr 22 21:21:59 +0000 2022,-74.24545549999999,40.6242735,"This is how ""woke"" netflix is. It just promotes idiocy that some claim you must accept to be fact https://t.co/DntSjAi7mg"
1517614723986083844,missBeatriiz,Fri Apr 22 21:22:00 +0000 2022,-74.066663,40.7180015,"@brittystylez Yea that’s all oil, if it’s hot it can burn you if your scalp is sensitive"
1517614725831565312,rrodriguesspp,Fri Apr 22 21:22:01 +0000 2022,-74.030317,40.76662,Final: #SPPVBALL: 2Union City: 0The Marauders secure the two set victory and head back to .500 for the year at… https://t.co/b9zPWrMUo7
1517614736514330624,djoscarg305,Fri Apr 22 21:22:03 +0000 2022,-73.9675,40.7779,"NY state of mind..@harbornewyorkcity tonight!#manhattan #BEATS #nyc @ Manhattan, New York https://t.co/2TVL0DvrkF"
1517614741300166657,CTDOT_District3,Fri Apr 22 21:22:04 +0000 2022,-73.122343,41.155198,Other: STRATFORD - Route 113 is closed in both directions between Oak Bluff Avenue and Access Road due to a brush fire. Due to this road...
1517614741312741376,CTDOT_Statewide,Fri Apr 22 21:22:04 +0000 2022,-73.122343,41.155198,Other: STRATFORD - Route 113 is closed in both directions between Oak Bluff Avenue and Access Road due to a brush fire. Due to this road...
1517614797893906434,hqspider,Fri Apr 22 21:22:18 +0000 2022,-73.9685415,40.780709,Serafim’s crib tn ur prolly not invited
1517614820744482817,Elhombre_moreno,Fri Apr 22 21:22:23 +0000 2022,-73.9685415,40.780709,Here after part 2By lordblackburn#art #artist #comic #scifi https://t.co/FO98TqDjzt
1517614823521103874,focuspulling,Fri Apr 22 21:22:24 +0000 2022,-73.990903,40.707661,wide angle lens = leaning bridge https://t.co/pbqydD38Fx
1517614829577646080,MsChristinaFoxx,Fri Apr 22 21:22:25 +0000 2022,-73.977717,40.705597499999996,Actual speedVideo posted link in bio https://t.co/Y8kaMpftAj
1517614852600176640,gabrielafotoo,Fri Apr 22 21:22:31 +0000 2022,-73.9685415,40.780709,@AshleyStrongarm So play outside today you deserve it 💚
1517614852608569346,RaeDiamond,Fri Apr 22 21:22:31 +0000 2022,-73.9685415,40.780709,And we…almost done https://t.co/VzOGmazD9a
1517614859088711680,feach23,Fri Apr 22 21:22:32 +0000 2022,-74.15394699999999,40.572376000000006,@ZDOLLA24 @OGV2KGOAT @Boxciii Does he rep the TBD lifestyle?
1517614880324562947,LaurenceTobias1,Fri Apr 22 21:22:38 +0000 2022,-73.554097,41.0983345,"@JDCocchiarella He’ll just deny them, and say they are photo shopped."
1517614895197560833,511ny123,Fri Apr 22 21:22:41 +0000 2022,-73.898583,40.889248,Cleared: Incident on #1Line SB from Van Cortlandt Park - 242 St to 215 St
1517614897340813315,511ny123,Fri Apr 22 21:22:42 +0000 2022,-73.90087,40.884667,Incident on #1Line SB from 238 St to South Ferry https://t.co/kS1s3dENVj
1517614901384171520,JaroG4,Fri Apr 22 21:22:43 +0000 2022,-73.9685415,40.780709,Do you get cell service here?
